Rank,Name,Country,Sector,Absolute growth rate (%),Compound annual growth rate (%),Revenue 2023 (€),Revenue 2020 (€),Number of employees 2023,Number of employees 2020,Founding year
733,Seenovate,France,IT & Software,215.3,46.6,"26,405,034","8,374,023",159,69,2009
734,Pilastro,Italy,Logistics & Transportation,215.1,46.6,"9,550,219","3,030,760",6,6,2009
735,ins-pi,Germany,IT & Software,214.9,46.6,"5,616,542","1,783,370",35,10,2015
736,power2Cloud,Italy,IT & Software,214.9,46.6,"2,199,832","698,634",10,7,2016
737,Exceed,UK,Energy & Utilities,214.5,46.5,"32,795,005","10,101,993",76,42,2005
738,Monogrid,Italy,IT & Software,214.4,46.5,"4,302,748","1,368,668",53,12,2016
739,Linking Talents,France,Employment Services,214.3,46.5,"37,420,000","11,907,000",261,75,2018
740,MijnWerkgever.nl,Netherlands,"Fintech, Financial Services & Insurance",214,46.4,"6,887,104","2,193,483",8,1,2018
741,Liqid Investment,Germany,"Fintech, Financial Services & Insurance",213.8,46.4,"10,904,257","3,474,991",109,76,2015
742,Sinay,France,IT & Software,213.7,46.4,"6,224,644","1,984,574",88.1,49.9,2008
743,LA-Grossküchenservice,Germany,Wholesale,213.4,46.3,"2,974,012","948,867",9,3,2013
744,Rets,Poland,Real Estate,213.4,46.3,"17,150,191","5,206,024",263,98,2014
745,AP Italian Luxury,Italy,Apparel & Fashion,212.9,46.3,"13,457,533","4,301,033",16,6,2016
746,Emma,Italy,Food & Beverages,212.7,46.2,"4,200,167","1,343,399",34,30,2013
747,Errevi Automation,Italy,Logistics & Transportation,212.5,46.2,"24,094,155","7,709,167",124,77,1992
748,Caria Holidays,UK,Hospitality & Travel,212.5,46.2,"10,277,486","3,186,471",20,12,2015
749,Web al Chilo,Italy,Ecommerce,212.4,46.2,"8,068,199","2,582,348",17,10,2013
750,MCO (MyComplianceOffice),Ireland,"Fintech, Financial Services & Insurance",212.3,46.2,"40,706,011","11,767,453",322,117,1998
751,OCM,UK,Advertising & Marketing,212.2,46.1,"15,081,971","4,831,625",45,17,2014
752,Alchemy Global Solutions,Ireland,IT & Software,211.4,46,"658,999,380","211,651,563",310,66,2017
753,Intellienergy Tech,Italy,IT & Software,211.1,46,"5,816,587","1,869,890",11,9,2015
754,ITDS,Poland,IT & Software,210.2,45.8,"28,063,064","8,608,108",377,62,2015
755,Comer Industries,Italy,Manufacturing,208.9,45.6,"1,223,938,000","396,207,000","3,693","1,335",1970
756,Tessiant,UK,Management consulting,208.7,45.6,"5,744,600","1,802,639",16,5,2019
757,Myconnect,France,IT & Software,208.3,45.5,"4,596,113","1,490,596",15,10,2014
758,MC Energy GTS,Italy,Energy & Utilities,208.3,45.5,"2,609,584","846,407",8,7,2011
759,Coopemploi,France,Employment Services,207,45.3,"63,618,340","20,724,154","1,270","1,090",2016
760,Gusti d'Italia,Italy,Food & Beverages,206.9,45.3,"8,749,765","2,851,207",2,3,2009
761,Logen,Italy,Energy & Utilities,206.9,45.3,"2,776,254","904,725",14,2,2008
762,HEADFOUND,Germany,Employment Services,206.7,45.3,"6,452,708","2,104,032",54,12,2018
763,Soldats Films,France,Advertising & Marketing,206.5,45.3,"7,113,856","2,320,653",6,4,2012
764,Ecovadis,France,Management consulting,206.1,45.2,"137,747,000","45,003,000","1,690",689,2007
765,Elemental CoSec,UK,Legal & Accounting Services,205.8,45.2,"6,997,027","2,216,389",45,22,2011
766,SECUSTAFF,Germany,IT & Software,205.7,45.1,"6,349,124","2,076,711",25,8,2018
767,eila consulting,Germany,"Professional, Scientific & Technical Services",205.5,45.1,"19,174,990","6,275,569",40,40,2013
768,grüum,UK,Ecommerce,205.5,45.1,"8,200,760","2,600,567",46,15,2015
769,Simoneschi,Italy,Construction & Engineering,205.4,45.1,"3,190,623","1,044,793",19,16,1978
770,CLIQ Digital,Germany,Advertising & Marketing,205.1,45,"326,355,000","106,953,000",170,83,2005
771,CDF Logistica,Italy,Logistics & Transportation,204.7,45,"38,116,370","12,511,000",400,300,1992
772,AIIC Group,UK,Legal & Accounting Services,204.5,44.9,"96,425,365","30,678,058",680,569,2015
773,Nord Est Elevatori,Italy,Mechanical & Plant Engineering,204.2,44.9,"12,809,527","4,210,539",23,13,2010
774,SwipBox,Denmark,Logistics & Transportation,203.4,44.8,"28,431,399","9,385,312",62,38,2012
775,IPSES,Italy,Mechanical & Plant Engineering,203.4,44.8,"2,708,179","892,689",18,13,2003
776,GEVA Group,Germany,IT & Software,203.3,44.7,"14,563,105","4,801,942",85,43,2013
777,HoSt Group,Netherlands,Construction & Engineering,203.2,44.7,"153,100,000","50,500,000",450,180,1991
778,energie+agrar,Germany,Energy & Utilities,202.7,44.7,"8,638,000","2,853,900",14,8,2018
779,secida,Germany,IT & Software,202.7,44.7,"3,713,406","1,226,882",19,8,2019
780,Hydeale,Italy,Energy & Utilities,202.6,44.6,"6,623,000","2,188,900",131,37,2009
781,Netalia,Italy,IT & Software,202.4,44.6,"5,246,230","1,735,084",30,5,2010
782,Italtekno,Italy,Energy & Utilities,202.3,44.6,"2,495,888","825,754",10,3,2008
783,Dal Prete Engineering,Italy,Manufacturing,201.3,44.4,"3,931,313","1,304,807",14,8,1998
784,Constellation,France,IT & Software,201,44.4,"185,935,369","61,775,248",723,215,2016
785,Axil Integrated Services,UK,Waste Management & recycling,200.7,44.3,"37,233,690","11,997,174",197,81,2014
786,A.M.I. Audit Management Integration,France,IT & Software,200.6,44.3,"2,965,886","986,693",12,7,2018
787,DES Composites,Italy,Automotive,200.5,44.3,"2,125,532","707,394",24,13,2014
788,Expotrans,Germany,Logistics & Transportation,200.4,44.3,"14,200,899","4,727,271",68,38,2010
789,Qred,Sweden,"Fintech, Financial Services & Insurance",200.4,44.3,"67,272,065","24,817,234",214,71,2015
790,Laser Wire Solutions,UK,Manufacturing,199.7,44.2,"8,849,201","2,860,596",58,27,2011
791,BIT Mobility,Italy,IT & Software,199,44.1,"8,330,000","2,786,000",104,69,2019
792,Vuba Chemical Innovations,UK,Manufacturing,198.4,44,"21,742,739","7,057,584",52,19,2010
793,Digital Angels,Italy,Advertising & Marketing,197.7,43.9,"19,500,147","6,550,814",73,32,2007
794,OrangeSmile,Netherlands,Wholesale,197.3,43.8,"4,974,902","1,673,219",7,2,2019
795,CarPlanner,Italy,Advertising & Marketing,197.2,43.8,"3,191,948","1,074,094",8,8,2017
796,PySENSE,Poland,IT & Software,196.8,43.7,"5,981,139","1,916,934",22,14,2017
797,The Housing Network,UK,Public Sector & Infrastructure,196.7,43.7,"23,252,815","7,592,417",155,45,2014
798,Opéra Energie,France,Energy & Utilities,196.2,43.6,"33,234,702","11,221,491",147,96,2014
799,Mardruk opakowania,Poland,Manufacturing,195.6,43.5,"10,023,913","3,226,640",110,46,2015
800,Smart Partners,France,Management consulting,195.2,43.5,"5,382,337","1,823,209",20,10,2019
801,MRPeasy,Estonia,IT & Software,195.1,43.4,"4,698,918","1,592,256",27,11,2014
802,The Wave Studio,Italy,IT & Software,195.1,43.4,"1,758,151","595,867",23,6,2019
803,SolarXpert,Germany,Energy & Utilities,194.8,43.4,"3,705,207","1,257,048",20,10,2017
804,EsPiù,Italy,"Professional, Scientific & Technical Services",194.7,43.4,"2,225,520","755,163",31,12,2012
805,Nethive,Italy,IT & Software,194,43.3,"11,643,374","3,960,770",52,23,2013
806,Reformed IT,UK,IT & Software,193.9,43.2,"1,616,377","532,820",11,6,2019
807,Claudio Milan,Italy,Automotive,193.8,43.2,"28,148,749","9,579,292",296,144,2005
808,LCS,Italy,Construction & Engineering,193.7,43.2,"17,811,522","6,064,820",48,41,1998
809,Brio Group,Italy,Logistics & Transportation,193.4,43.2,"40,394,665","13,766,472",685,335,2006
810,Storage Share,Netherlands,Real Estate,192.7,43,"4,108,890","1,403,928",10,5,2017
811,Les Constructeurs du Bois,France,Real Estate,192.6,43,"14,887,989","5,087,783",16,10,2011
812,Edilizia e tecnologia,Italy,Construction & Engineering,191.9,42.9,"3,274,156","1,121,578",13,9,2017
813,Centro Caravans Barassi,Italy,Retail,191.6,42.9,"14,879,859","5,102,016",5,2,1978
814,GARDEON,Slovakia,Construction & Engineering,191.6,42.9,"10,702,058","3,670,694",40,30,2013
815,Kiwus Consulting,Germany,Management consulting,190.8,42.7,"1,858,000","639,000",12,5,2019
816,Autopuzz,France,Automotive,190.3,42.7,"54,407,112","18,743,001",78,54,2014
817,Tuum,Estonia,IT & Software,189.2,42.5,"3,682,185","1,273,312",83,15,2019
818,Looping.nl,Netherlands,Automotive,189,42.4,"4,091,865","1,415,930",21,11,2019
819,Xilia,Italy,Construction & Engineering,188.8,42.4,"3,559,072","1,232,359",9,4,2017
820,P3 Security,Germany,"Professional, Scientific & Technical Services",188.7,42.4,"5,330,120","1,846,134",189,46,2014
821,The Source,France,Advertising & Marketing,188.6,42.4,"8,468,978","2,934,746",45,26,2017
822,Ifom,Italy,Education & Social Services,188.4,42.3,"1,655,728","574,058",7,7,2015
823,Reschimica,Italy,Ecommerce,188.4,42.3,"2,446,902","848,381",5,4,1986
824,S&G Solar,Bulgaria,Energy & Utilities,187.9,42.3,"11,459,585","3,980,919",13,10,2014
825,Ceetadel,France,Advertising & Marketing,187.8,42.2,"17,275,000","6,003,000",130,65,2003
826,Workrate Security Group,Netherlands,"Professional, Scientific & Technical Services",187.6,42.2,"101,548,000","35,311,000","1,950",850,2003
827,Agryco,France,"Agriculture, Forestry & Fishing",187.6,42.2,"107,115,460","37,248,117",116,62,2014
828,CRMpartners,Italy,IT & Software,187.3,42.2,"4,138,556","1,440,495",36,12,2015
829,Schropp,Germany,Wholesale,187.2,42.2,"11,150,030","3,881,655",3,2,2019
830,Garage Raw,Italy,Advertising & Marketing,187.2,42.1,"2,025,417","705,349",19,15,2017
831,Eversports,Austria,IT & Software,187,42.1,"9,247,968","3,222,485",88,67,2013
832,PRO TEMPORE,Sweden,Management consulting,186.4,42,"20,567,647","7,956,643",36,30,2018
833,Sallustio,Italy,Construction & Engineering,186,41.9,"22,312,346","7,801,220",55,33,1979
834,Interim Search,Sweden,"Professional, Scientific & Technical Services",185.9,41.9,"38,421,902","14,890,605",49,27,2012
835,Neofollics Hair Technology,Netherlands,Pharmaceuticals & Cosmetics,185.9,41.9,"2,719,000","951,000",12,3,2015
836,NB Baumaschinen,Germany,Waste Management & recycling,185.8,41.9,"12,059,090","4,219,224",46,16,2019
837,Equativ,France,IT & Software,185.6,41.9,"377,424,216","132,134,415",548,273,2005
838,Arctic Stream,Romania,IT & Software,185.3,41.8,"25,768,905","9,031,590",30,8,2017
839,Carreira Industrial Personnel,Germany,Employment Services,185.2,41.8,"12,241,500","4,292,000",165,92,2010
840,Inventya,UK,Management consulting,185,41.8,"5,621,332","1,910,793",54,29,2010
841,Meds Apotek,Sweden,Retail,185,41.8,"57,481,144","22,353,027",98,60,2017
842,drjve,Germany,IT & Software,184.6,41.7,"8,654,295","3,040,908",46,25,2019
843,Equal Education,UK,Education & Social Services,184.6,41.7,"2,715,052","924,239",19,11,2012
844,Kinga Mathe,Germany,Ecommerce,184.5,41.7,"5,854,966","2,057,731",18,4,2008
845,Tradeco,Italy,Construction & Engineering,183.5,41.5,"17,976,249","6,341,169",25,11,2016
846,Amexbois,France,Construction & Engineering,183.4,41.5,"4,808,993","1,696,818",34,16,2007
847,Smart Battery Solutions,Germany,Electrical Manufacturing,182.6,41.4,"28,547,450","10,100,000",110,65,2010
848,DVision Architecture,Italy,Construction & Engineering,181.9,41.3,"11,152,460","3,955,994",10,3,2015
849,TECS Tranchina Energy Control Services,Italy,Energy & Utilities,181.8,41.2,"2,448,701","868,942",15,8,2016
850,Comenovo,Italy,Ecommerce,181.5,41.2,"14,184,804","5,039,013",13,8,2019
851,La Mercurio,Italy,"Professional, Scientific & Technical Services",181.2,41.2,"4,040,934","1,436,898",19,9,2016
852,Secret Key Agency,Italy,Advertising & Marketing,181.1,41.1,"2,983,000","1,061,247",22,10,2013
853,The Claw Models,France,Leisure & Entertainment,180.9,41.1,"5,304,692","1,888,399",19,12,2018
854,Dulàc Farmaceutici 1982,Italy,Pharmaceuticals & Cosmetics,180.6,41.1,"11,376,365","4,053,791",13,4,2014
855,Fachzentrum Finanzen - Dieter Homburg,Germany,"Fintech, Financial Services & Insurance",180.4,41,"1,849,377","659,445",10,4,1999
856,RTT,Italy,IT & Software,180.4,41,"10,242,198","3,652,361",66,35,2005
857,Avalo,Finland,IT & Software,180.4,41,"2,140,459","763,350",17,10,2015
858,Comal,Italy,Energy & Utilities,179.5,40.9,"58,515,751","20,935,119",267,88,2001
859,Krulo Automaterialen,Netherlands,Automotive,178.9,40.8,"3,059,683","1,097,070",14,4,2019
860,Aptic,France,Employment Services,178.5,40.7,"7,484,906","2,687,617",46,13,2016
861,Vo2 Group,France,IT & Software,178.4,40.7,"83,374,000","29,945,000",720,300,2011
862,Impre.DO,Italy,Construction & Engineering,178.3,40.7,"69,051,124","24,808,572",177,69,2014
863,Ad's up Consulting,France,Advertising & Marketing,177,40.4,"25,984,554","9,380,801",135,130,2012
864,Moneyfarm,UK,"Fintech, Financial Services & Insurance",176.9,40.4,"18,603,667","6,508,375",193,138,2014
865,ingage IR,UK,IT & Software,176.9,40.4,"3,378,954","1,182,249",19,15,2013
866,Bioburger,France,Hospitality & Travel,176,40.3,"19,681,089","7,131,864",420,180,2011
867,DEA,Italy,Manufacturing,175.6,40.2,"16,836,996","6,109,275",71,37,2011
868,NeoVAD,France,Wholesale,175.5,40.2,"9,999,671","3,629,421",15,8,2015
869,team,Germany,Wholesale,175,40.1,"5,694,197,000","2,070,531,000","3,327","3,327",1999
870,Kittle Group,UK,Management consulting,174.7,40.1,"2,242,300","790,758",28,12,2014
871,UNLOQ,Netherlands,Employment Services,174.6,40,"3,667,571","1,335,496",26,8,2012
872,BallereTTe,Italy,Apparel & Fashion,174.5,40,"4,512,822","1,643,792",27,30,2014
873,Bredbandsval.se,Sweden,Media & Telecommunications,174.5,40,"2,541,013","1,025,674",4,3,2017
874,Consorzio Stabile Agoraa,Italy,Construction & Engineering,174.4,40,"33,627,510","12,252,831",16,11,2011
875,Keytech,Italy,IT & Software,174.4,40,"8,759,531","3,192,161",75,36,1989
876,RA12 Registeraccountants,Netherlands,"Fintech, Financial Services & Insurance",174.3,40,"3,270,015","1,192,066",24,11,2018
877,Elsewhen,UK,IT & Software,173.9,39.9,"13,088,176","4,628,675",79,32,2011
878,Mondo Pavimenti,Italy,Wholesale,173.3,39.8,"6,163,460","2,254,874",12,8,2011
879,Discoup.com,Italy,Advertising & Marketing,173.2,39.8,"5,669,000","2,075,112",20,12,2013
880,Furlan Retail,Italy,Real Estate,172.7,39.7,"4,770,014","1,748,875",1,1,2013
881,DYM Resources,Germany,Energy & Utilities,172.3,39.7,"48,867,668","17,943,119",11,8,2016
882,La Financière d'Orion,France,"Fintech, Financial Services & Insurance",172,39.6,"38,948,906","14,318,318",51,27,2009
883,Fawkes & Reece,UK,Employment Services,171.9,39.6,"69,204,807","24,657,394",138,69,2001
884,TLM,Germany,Mechanical & Plant Engineering,171.8,39.6,"3,836,967","1,411,714",20,8,1988
885,Farmed,Italy,Pharmaceuticals & Cosmetics,171.7,39.5,"16,724,135","6,154,307",11,4,2006
886,Standard Fuel Oils,UK,Energy & Utilities,171.5,39.5,"292,797,085","104,490,341",42,27,2011
887,Horizon Technology Group,Italy,Construction & Engineering,171.3,39.5,"8,447,758","3,113,343",27,18,2014
888,Semes,Italy,Construction & Engineering,170.4,39.3,"11,230,001","4,152,702",21,17,1962
889,Legimi,Poland,Leisure & Entertainment,169.7,39.2,"19,860,676","7,007,082",33,12,2009
890,Morbio Costruzioni,Italy,Construction & Engineering,169.4,39.2,"46,585,013","17,290,092",81,43,1981
891,Energie3 Prowatt,France,Energy & Utilities,169.4,39.1,"2,920,921","1,084,371",34,23,2012
892,Billion Dollar Boy,UK,Advertising & Marketing,169.2,39.1,"20,664,189","7,434,819",143,44,2014
893,My Premium Consulting,France,Employment Services,169.2,39.1,"1,802,882","669,767",11,3,2018
894,CyberIAM,UK,IT & Software,168.9,39.1,"15,652,605","5,639,332",158,61,2017
895,Růžový slon,Czech Republic,Ecommerce,168.7,39,"8,996,202","3,150,892",63,22,2010
896,Experium Consulting,France,IT & Software,168.3,39,"3,781,319","1,409,354",17,11,2012
897,Local Brand X,Germany,IT & Software,168,38.9,"2,936,784","1,095,942",30,13.8,2017
898,Tera Automation,Italy,Manufacturing,167.5,38.8,"13,366,515","4,996,589",37,23,2008
899,Guldberg,Germany,Employment Services,167.4,38.8,"10,774,100","4,029,600",126,54,2017
900,MoreToTrade,Italy,Ecommerce,167.4,38.8,"2,687,135","1,005,087",6,4,2014
901,Non-Stop dogwear,Norway,Retail,167.3,38.8,"17,445,066","7,046,795",56,23,2009
902,AppFollow,Finland,IT & Software,167.1,38.8,"5,905,487","2,210,636",81,73,2015
903,Kumulus Vape,France,Ecommerce,166.9,38.7,"60,029,733","22,491,253",64,46,2012
904,Ingénierie Bois Noroy (IBN),France,Construction & Engineering,166.8,38.7,"3,210,320","1,203,125",19,9,2013
905,Easy Rent Bulgaria,Bulgaria,Automotive,166.6,38.7,"4,801,668","1,801,054",38,18,2013
906,Guzzini & Fontana Projects,Italy,Construction & Engineering,166.4,38.6,"7,359,725","2,762,888",35,16,2015
907,MPB Group,UK,Ecommerce,166,38.6,"199,104,359","72,503,213",454,190,2011
908,Ultra Premium Direct,France,Food & Beverages,166,38.6,"55,274,180","20,779,890",154,80,2013
909,Sic Europe,Italy,Logistics & Transportation,165.6,38.5,"38,285,302","14,413,543",573,107,2015
910,Litwin Heizung Sanitär,Germany,Construction & Engineering,165.5,38.5,"3,610,992","1,360,088",20,18,2017
